prior(0,0919062832800852).
knows(183,1).
knows(175,297).
knows(1369,1495).
knows(180,109).
knows(178,226).
knows(575,580).
knows(1407,127).
knows(575,577).
knows(1390,755).
knows(985,959).
knows(564,985).
knows(182,74).
knows(575,576).
knows(577,500).
knows(1009,80).
knows(582,326).
knows(577,511).
knows(582,327).
knows(1821,117).
knows(575,584).
knows(182,83).
knows(587,138).
knows(575,582).
knows(577,490).
knows(1823,20).
knows(183,36).
knows(1374,1339).
knows(981,1097).
knows(995,579).
knows(183,29).
knows(587,122).
knows(1792,1172).
knows(1786,1156).
knows(125,404).
knows(132,134).
knows(85,1878).
knows(1080,253).
knows(132,130).
knows(1060,985).
knows(130,194).
knows(1073,492).
knows(1344,132).
knows(135,1).
knows(129,212).
knows(87,1766).
knows(127,287).
knows(125,362).
knows(1791,930).
knows(1063,847).
knows(131,132).
knows(134,20).
knows(130,170).
knows(127,284).
knows(1085,36).
knows(120,529).
knows(112,824).
knows(1054,1177).
knows(130,150).
knows(611,78).
knows(120,512).
knows(1067,669).
knows(587,957).
knows(1345,172).
knows(125,324).
knows(591,811).
knows(1815,2).
knows(605,287).
knows(1317,1199).
knows(125,313).
knows(130,123).
knows(128,197).
knows(132,50).
knows(100,1234).
knows(130,120).
knows(112,787).
knows(132,40).
knows(1060,906).
knows(120,485).
knows(129,153).
knows(132,36).
knows(1078,235).
knows(577,1299).
knows(109,883).
knows(609,112).
knows(1807,267).
knows(100,1214).
knows(1811,107).
knows(1810,143).
knows(128,169).
knows(125,280).
knows(1051,1220).
knows(575,1470).
knows(1331,509).
knows(1298,1731).
knows(130,334).
knows(132,265).
knows(598,624).
knows(1300,1655).
knows(116,838).
knows(612,86).
knows(1053,1115).
knows(137,69).
knows(125,512).
knows(613,33).
knows(130,302).
knows(1801,689).
knows(587,994).
knows(127,415).
knows(606,294).
knows(1066,624).
knows(116,829).
knows(1054,1073).
knows(608,230).
knows(599,563).
knows(1313,1147).
knows(136,94).
knows(1041,1526).
knows(587,979).
knows(1041,1525).
knows(587,980).
knows(128,362).
knows(130,290).
knows(130,295).
knows(122,594).
knows(138,4).
knows(1072,388).
knows(120,654).
knows(1316,1135).
knows(614,98).
knows(122,576).
knows(577,1470).
knows(1073,313).
knows(1800,678).
knows(615,49).
knows(1310,1316).
knows(1768,1842).
knows(133,136).
knows(125,431).
knows(125,434).
knows(615,29).
knows(1073,290).
knows(134,86).
knows(577,1426).
knows(87,1827).
knows(83,1969).
knows(130,232).
knows(128,307).
knows(125,418).
knows(1330,412).
knows(1052,1028).
knows(138,162).
knows(582,811).
knows(1041,1434).
knows(579,927).
knows(1307,1276).
knows(139,143).
knows(1041,1455).
knows(1337,162).
knows(140,93).
knows(136,242).
knows(1318,863).
knows(137,206).
knows(137,209).
knows(109,1199).
knows(1060,707).
knows(1054,929).
knows(1051,1025).
knows(593,372).
knows(1054,916).
knows(138,119).
knows(124,637).
knows(1051,1028).
knows(125,606).
knows(596,284).
knows(1310,1135).
knows(140,68).
knows(118,883).
knows(597,239).
knows(587,615).
knows(1308,1199).
knows(107,1286).
knows(1073,194).
knows(596,370).
knows(136,172).
knows(1783,927).
knows(590,590).
knows(1804,143).
knows(590,582).
knows(1794,516).
knows(601,172).
knows(585,764).
knows(571,1310).
knows(601,197).
knows(587,713).
knows(137,143).
knows(1051,1015).
knows(132,330).
knows(138,109).
knows(1073,198).
knows(585,782).
knows(138,68).
knows(1297,1655).
knows(1310,1177).
knows(125,563).
knows(587,688).
knows(1077,20).
knows(132,294).
knows(139,33).
knows(1062,522).
knows(120,952).
knows(1332,211).
knows(604,135).
knows(136,362).
knows(1812,46).
knows(144,69).
knows(142,143).
knows(136,365).
knows(1073,127).
knows(143,109).
knows(126,738).
knows(606,72).
knows(141,190).
knows(1303,1285).
knows(144,78).
knows(583,927).
knows(144,83).
knows(144,84).
knows(132,470).
knows(1302,1279).
knows(129,579).
knows(100,1653).
knows(143,67).
knows(1302,1275).
knows(143,68).
knows(1302,1276).
knows(143,69).
knows(144,38).
knows(1302,1282).
knows(139,221).
knows(143,80).
knows(132,486).
knows(1812,21).
knows(143,87).
knows(143,86).
knows(137,307).
knows(144,54).
knows(119,979).
knows(606,48).
knows(1067,280).
knows(139,181).
knows(143,35).
knows(1054,757).
knows(1302,1377).
knows(1054,756).
knows(606,117).
knows(137,254).
knows(100,1623).
knows(1054,769).
knows(598,425).
knows(606,127).
knows(1302,1378).
knows(143,39).
knows(577,1210).
knows(144,13).
knows(143,49).
knows(594,579).
knows(144,8).
knows(1327,468).
knows(594,575).
knows(143,48).
knows(594,574).
knows(100,1638).
knows(1767,1657).
knows(129,575).
knows(139,208).
knows(1307,1209).
knows(143,54).
knows(594,584).
knows(136,312).
knows(136,315).
knows(1302,1339).
knows(601,272).
knows(587,792).
knows(119,890).
knows(100,1593).
knows(1783,1016).
knows(1302,1340).
knows(1302,1342).
knows(1302,1347).
knows(1302,1346).
knows(1318,758).
knows(1335,132).
knows(593,574).
knows(138,205).
knows(601,287).
knows(587,805).
knows(143,16).
knows(593,579).
knows(1302,1361).
knows(1054,750).
knows(599,370).
knows(584,927).
knows(1323,587).
knows(1302,1367).
knows(1302,1368).
knows(139,169).
knows(138,206).
knows(1302,1369).
knows(143,218).
knows(624,18).
knows(98,1878).
knows(143,209).
knows(147,62).
knows(143,210).
knows(143,211).
knows(139,359).
knows(147,64).
knows(1312,792).
knows(143,205).
knows(143,206).
knows(143,207).
knows(1328,194).
knows(619,190).
knows(143,204).
knows(130,685).
knows(117,1165).
knows(1333,8).
knows(615,334).
knows(1330,122).
knows(577,1737).
knows(147,48).
knows(146,85).
knows(577,1735).
knows(607,624).
knows(147,44).
knows(577,1791).
knows(577,1792).
knows(149,25).
knows(1302,1209).
knows(134,579).
knows(1330,172).
knows(1769,1259).
knows(622,120).
knows(612,485).
knows(143,235).
knows(147,85).
knows(147,84).
knows(1332,80).
knows(147,82).
knows(624,34).
knows(147,81).
knows(147,80).
knows(622,102).
knows(147,79).
knows(98,1889).
knows(622,101).
knows(102,1739).
knows(582,1634).
knows(577,1820).
knows(1302,1237).
knows(143,142).
knows(130,624).
knows(1800,20).
knows(143,144).
knows(615,412).
knows(143,148).
knows(1085,481).
knows(1327,297).
knows(144,98).
knows(143,137).
knows(617,328).
knows(143,139).
knows(114,1199).
knows(143,125).
knows(1330,177).
knows(1073,971).
knows(576,1889).
knows(625,77).
knows(144,150).
knows(1084,568).
knows(582,1658).
knows(1302,1262).
knows(1085,526).
knows(1085,525).
knows(625,60).
knows(575,1910).
knows(147,20).
knows(601,947).
knows(1800,46).
knows(143,172).
knows(577,1842).
knows(143,170).
knows(143,169).
knows(1085,506).
knows(144,126).
knows(144,125).
knows(1092,251).
knows(577,1882).
knows(574,1992).
knows(1318,445).
knows(606,805).
knows(587,1505).
knows(150,87).
knows(1085,436).
knows(1092,172).
knows(144,307).
knows(577,1862).
knows(615,468).
knows(1321,330).
knows(1318,441).
knows(116,1325).
knows(622,203).
knows(1090,274).
knows(615,506).
knows(575,1988).
knows(628,20).
knows(1791,577).
knows(153,8).
knows(150,118).
knows(1324,265).
knows(107,1706).
knows(137,577).
knows(144,319).
knows(620,302).
knows(1330,20).
knows(1318,467).
knows(576,1941).
knows(143,269).
knows(137,494).
knows(577,1939).
knows(613,614).
knows(149,53).
knows(150,20).
knows(143,254).
knows(1330,49).
knows(1328,121).
knows(1310,786).
knows(625,155).
knows(143,266).
knows(1772,1172).
knows(611,678).
knows(615,568).
knows(582,1789).
knows(150,49).
knows(144,271).
knows(1332,20).
knows(143,307).
knows(611,719).
knows(1073,844).
knows(624,242).
knows(587,1614).
knows(1784,752).
knows(143,295).
knows(140,406).
knows(577,1965).
knows(1789,582).
knows(1789,575).
knows(143,300).
knows(1330,86).
knows(150,38).
knows(606,415).
knows(615,83).
knows(1323,127).
knows(139,600).
knows(612,181).
knows(144,409).
knows(109,1730).
knows(143,470).
knows(1062,1153).
knows(615,86).
knows(155,20).
knows(614,125).
knows(587,1150).
knows(153,122).
knows(601,624).
knows(132,890).
knows(1085,313).
knows(127,1070).
knows(152,144).
knows(139,625).
knows(127,1069).
knows(155,58).
knows(153,129).
knows(152,160).
knows(143,494).
knows(574,1634).
knows(155,51).
knows(1770,971).
knows(153,20).
knows(1790,128).
knows(615,148).
knows(143,394).
knows(1791,82).
knows(1307,773).
knows(144,345).
knows(614,172).
knows(151,85).
knows(122,1165).
knows(1791,79).
knows(616,121).
knows(599,752).
knows(153,40).
knows(594,927).
knows(1054,1381).
knows(1088,127).
knows(138,587).
knows(150,165).
knows(148,230).
knows(614,209).
knows(587,1208).
knows(125,1084).
knows(615,170).
knows(1073,716).
knows(1789,212).
knows(615,181).
knows(146,321).
knows(1085,269).
knows(153,65).
knows(575,1666).
knows(150,177).
knows(143,577).
knows(132,985).
knows(611,345).
knows(143,575).
knows(614,235).
knows(1086,127).
knows(127,1179).
knows(1302,773).
knows(614,242).
knows(1085,162).
knows(153,212).
knows(614,254).
knows(587,1253).
knows(577,1634).
knows(601,745).
knows(1783,594).
knows(1060,1101).
knows(134,932).
knows(1054,1325).
knows(1755,1634).
knows(1780,719).
knows(1316,291).
knows(143,614).
knows(155,172).
knows(1084,242).
knows(143,626).
knows(1085,206).
knows(575,1731).
knows(582,1471).
knows(1321,107).
knows(150,362).
knows(1316,297).
knows(614,295).
knows(1076,542).
knows(612,365).
knows(1084,125).
knows(150,253).
knows(1086,53).
knows(138,698).
knows(617,202).
knows(609,499).
knows(118,1450).
knows(615,284).
knows(127,1121).
knows(143,536).
knows(587,1323).
knows(1082,226).
knows(1075,486).
knows(147,391).
knows(1782,576).
knows(1318,272).
knows(1797,20).
knows(579,1635).
knows(1302,873).
knows(1071,647).
knows(1302,872).
knows(1322,127).
knows(1310,571).
knows(121,1372).
knows(587,1345).
knows(575,1789).
knows(1086,109).
knows(1029,1060).
knows(633,287).
knows(104,83).
knows(77,1092).
knows(630,404).
knows(1011,1709).
knows(1011,1710).
knows(104,69).
knows(617,866).
knows(92,509).
knows(1054,117).
knows(1054,127).
knows(639,29).
knows(1041,579).
knows(640,7).
knows(1054,107).
knows(1028,1050).
knows(1028,1051).
knows(637,93).
knows(1055,49).
knows(1045,419).
knows(1028,1049).
knows(83,809).
knows(1051,194).
knows(1028,1052).
knows(103,181).
knows(1373,109).
knows(630,334).
knows(85,853).
knows(1029,1126).
knows(91,633).
knows(107,18).
knows(1029,1106).
knows(1054,183).
knows(1372,127).
knows(1343,1209).
knows(615,882).
knows(638,33).
knows(100,288).
knows(632,226).
knows(1037,792).
knows(1054,162).
knows(107,7).
knows(594,1634).
knows(1029,1097).
knows(104,127).
knows(1044,516).
knows(104,101).
knows(98,322).
knows(104,102).
knows(1057,46).
knows(584,1992).
knows(1370,179).
knows(96,405).
knows(629,334).
knows(1029,935).
knows(104,219).
knows(1351,865).
knows(109,33).
knows(63,1734).
knows(1371,127).
knows(1023,1155).
knows(638,227).
knows(78,1172).
knows(1790,38).
knows(1029,929).
knows(1362,441).
knows(643,40).
knows(109,18).
knows(643,36).
knows(621,843).
knows(1041,471).
knows(93,606).
knows(109,9).
knows(643,25).
knows(630,506).
knows(1051,99).
knows(109,2).
knows(633,388).
knows(109,1).
knows(108,28).
knows(1041,450).
knows(1023,1116).
knows(108,25).
knows(1782,297).
knows(1788,72).
knows(1776,516).
knows(75,1237).
knows(107,172).
knows(72,1471).
knows(109,87).
knows(630,463).
knows(75,1352).
knows(1028,1034).
knows(98,488).
knows(86,932).
knows(1777,575).
knows(594,1783).
knows(86,930).
knows(109,80).
knows(1789,134).
knows(93,677).
knows(109,86).
knows(109,83).
knows(1789,129).
knows(109,84).
knows(1363,334).
knows(1028,1015).
knows(75,1329).
knows(630,434).
knows(1054,36).
knows(104,242).
knows(109,49).
knows(1029,957).
knows(630,425).
knows(1789,98).
knows(1338,1231).
knows(1054,30).
knows(636,190).
knows(1364,265).
knows(639,78).
knows(1029,949).
knows(1365,194).
knows(104,327).
knows(109,135).
knows(615,677).
knows(91,803).
knows(612,803).
knows(78,1294).
knows(109,150).
knows(104,334).
knows(109,144).
knows(75,1402).
knows(614,723).
knows(102,405).
knows(93,738).
knows(630,130).
knows(1044,251).
knows(77,1342).
knows(1353,655).
knows(583,1889).
knows(633,40).
knows(1776,177).
knows(1028,794).
knows(110,71).
knows(1029,758).
knows(628,170).
knows(109,107).
knows(1044,198).
knows(1029,754).
knows(632,29).
knows(109,117).
knows(109,125).
knows(1029,774).
knows(1748,1175).
knows(109,121).
knows(109,122).
knows(1362,290).
knows(107,194).
knows(109,127).
knows(1755,927).
knows(109,128).
knows(89,868).
knows(615,614).
knows(84,1126).
knows(1038,520).
knows(112,92).
knows(112,96).
knows(107,284).
knows(84,1134).
knows(112,101).
knows(630,72).
knows(1337,1186).
knows(630,74).
knows(1029,863).
knows(100,551).
knows(104,405).
knows(630,78).
knows(107,297).
knows(1336,1229).
knows(631,51).
knows(1358,410).
knows(1041,371).
knows(109,170).
knows(98,577).
knows(104,354).
knows(98,575).
knows(98,574).
knows(1023,1043).
knows(612,698).
knows(104,362).
knows(75,1435).
knows(98,582).
knows(1035,606).
knows(75,1438).
knows(87,999).
knows(63,1887).
knows(1023,1056).
knows(98,594).
knows(622,345).
knows(77,1372).
knows(1051,25).
knows(109,194).
knows(1051,30).
knows(1776,209).
knows(624,486).
knows(1783,29).
knows(109,272).
knows(1044,107).
knows(96,744).
knows(1733,1878).
knows(72,1634).
knows(1029,655).
knows(109,266).
knows(1364,127).
knows(84,1219).
knows(624,499).
knows(617,756).
knows(1009,1420).
knows(116,30).
knows(109,284).
knows(1029,676).
knows(1364,117).
knows(109,280).
knows(1362,194).
knows(1041,194).
knows(630,226).
knows(628,302).
knows(592,1635).
knows(112,126).
knows(112,127).
knows(110,196).
knows(583,1960).
knows(1029,653).
knows(116,1).
knows(96,738).
knows(1783,20).
knows(109,253).
knows(1783,7).
knows(1767,599).
knows(1020,974).
knows(68,1855).
knows(632,127).
knows(601,1271).
knows(1780,203).
knows(591,1635).
knows(112,220).
knows(1023,947).
knows(118,1).
knows(109,334).
knows(109,352).
knows(118,20).
knows(84,1283).
knows(1028,785).
knows(1041,292).
knows(112,237).
knows(1775,400).
knows(117,51).
knows(1362,127).
knows(1028,736).
knows(1015,1220).
knows(1779,206).
knows(1781,128).
knows(116,40).
knows(109,300).
knows(1362,109).
knows(117,29).
knows(68,1842).
knows(1015,1221).
knows(618,615).
knows(1015,1222).
knows(632,101).
knows(1041,265).
knows(624,399).
knows(1029,1538).
knows(117,80).
knows(1351,443).
knows(1351,442).
knows(1351,441).
knows(1043,1023).
knows(118,47).
knows(653,30).
knows(647,250).
knows(104,568).
knows(119,14).
knows(118,29).
knows(109,366).
knows(75,1624).
knows(109,365).
knows(109,370).
knows(1057,492).
knows(118,38).
knows(117,75).
knows(119,4).
knows(627,982).
knows(1772,20).
knows(1345,698).
knows(1065,237).
knows(650,170).
knows(1755,689).
knows(650,172).
knows(118,86).
knows(652,77).
knows(1768,196).
knows(109,398).
knows(1768,192).
knows(1060,410).
knows(1351,455).
knows(112,290).
knows(82,1399).
knows(652,86).
knows(1051,749).
knows(117,109).
knows(90,1146).
knows(1772,94).
knows(1336,929).
knows(109,446).
knows(89,1186).
knows(112,331).
knows(86,1293).
knows(1029,1613).
knows(118,119).
knows(644,307).
knows(120,40).
knows(109,447).
knows(1069,127).
knows(118,117).
knows(120,20).
knows(117,127).
knows(1044,1028).
knows(118,98).
knows(1338,851).
knows(648,182).
knows(639,516).
knows(104,658).
knows(624,1066).
knows(643,364).
knows(1070,127).
knows(1073,17).
knows(120,77).
knows(116,222).
knows(1767,323).
knows(116,221).
knows(114,272).
knows(650,86).
knows(109,468).
knows(1073,2).
knows(120,58).
knows(1059,515).
knows(83,1426).
knows(1337,839).
knows(654,122).
knows(1029,1421).
knows(651,239).
knows(118,170).
knows(1774,85).
knows(1356,127).
knows(107,584).
knows(104,694).
knows(119,127).
knows(1767,337).
knows(652,181).
knows(1771,190).
knows(112,388).
knows(122,20).
knows(122,7).
knows(1054,472).
knows(117,197).
knows(72,1915).
knows(1040,1041).
knows(1061,266).
knows(641,642).
knows(1054,515).
knows(118,202).
knows(1318,1563).
knows(98,927).
knows(648,355).
knows(643,541).
knows(118,191).
knows(117,284).
knows(104,765).
knows(1777,46).
knows(653,100).
knows(118,240).
knows(1776,78).
knows(1755,853).
knows(1066,101).
knows(647,307).
knows(118,226).
knows(117,264).
knows(80,1634).
knows(117,266).
knows(123,33).
knows(121,109).
knows(125,22).
knows(125,21).
knows(653,127).
knows(1345,514).
knows(122,122).
knows(117,302).
knows(116,336).
knows(653,117).
knows(120,186).
knows(1063,239).
knows(653,107).
knows(122,109).
knows(654,72).
knows(122,105).
knows(594,1939).
knows(125,29).
knows(1345,388).
knows(643,127).
knows(125,27).
knows(100,958).
knows(1060,127).
knows(100,962).
knows(119,258).
knows(124,72).
knows(80,1700).
knows(1312,1619).
knows(1054,355).
knows(122,153).
knows(115,412).
knows(1061,100).
knows(118,304).
knows(1029,1286).
knows(633,514).
knows(1316,1489).
knows(118,313).
knows(1731,1298).
knows(118,310).
knows(112,539).
knows(1353,127).
knows(1041,852).
knows(107,723).
knows(1016,1783).
knows(125,59).
knows(125,63).
knows(120,253).
knows(1062,86).
knows(1039,943).
knows(125,73).
knows(118,334).
knows(109,667).
knows(1316,1511).
knows(114,483).
knows(109,669).
knows(100,1003).
knows(117,375).
knows(127,7).
knows(1060,172).
knows(125,83).
knows(1064,30).
knows(107,750).
knows(125,85).
knows(117,388).
knows(107,758).
knows(1327,992).
knows(125,90).
knows(120,275).
knows(79,1791).
knows(1316,1406).
knows(109,689).
knows(101,985).
knows(1767,20).
knows(125,109).
knows(127,36).
knows(127,33).
knows(127,34).
knows(122,219).
knows(1765,98).
knows(109,695).
knows(84,1634).
knows(118,375).
knows(120,297).
knows(1767,36).
knows(1338,612).
knows(633,463).
knows(128,14).
knows(594,1917).
knows(1338,625).
knows(125,134).
knows(124,171).
knows(102,985).
knows(124,170).
knows(125,128).
knows(112,609).
knows(1318,1369).
knows(1766,87).
knows(1318,1367).
knows(124,173).
knows(100,1061).
knows(1768,20).
knows(1046,746).
knows(84,1655).
knows(643,117).
knows(112,630).
knows(125,143).
knows(1352,127).
knows(647,109).
knows(1029,1143).
knows(1768,40).
knows(118,425).
knows(100,1091).
knows(1734,1300).
knows(85,1634).
knows(125,151).
knows(125,157).
knows(129,7).
knows(125,155).
knows(1029,1141).
knows(1755,516).
knows(1345,287).
knows(129,29).
knows(112,663).
knows(1312,1504).
knows(127,107).
knows(650,20).
knows(643,266).
knows(125,170).
knows(125,169).
knows(643,272).
knows(125,172).
knows(1054,253).
knows(643,291).
knows(127,117).
knows(128,83).
knows(127,109).
knows(125,183).
knows(112,665).
knows(1759,404).
knows(1348,185).
knows(104,963).
knows(125,208).
knows(125,207).
knows(1770,20).
knows(1755,575).
knows(125,210).
knows(1054,272).
knows(1054,270).
knows(130,29).
knows(1319,1277).
knows(1319,1275).
knows(1057,150).
knows(643,297).
knows(1768,83).
knows(120,415).
knows(87,1634).
knows(109,818).
